127,---,---,---
6,192.168.137.202,47378,31.13.76.16,443,587325542,1175483282,3288199599,TLS CH,,graph.facebook.com
115,---,---,---
6,192.168.137.202,59001,157.240.15.16,443,3715936715,2254794821,1942954498,TLS CH,,graph.facebook.com
75562,---,---,---
6,192.168.137.202,50131,31.13.76.8,443,1384005892,4194812736,2782671524,TLS CH,,video-gmp1-1.xx.fbcdn.net
427,---,---,---
6,192.168.137.202,49603,31.13.76.14,443,1226965207,1489474635,285858144,TLS CH,,scontent-gmp1-1.xx.fbcdn.net
41855,---,---,---
6,192.168.137.202,50126,31.13.76.8,443,2618739083,4157848812,2782671524,TLS CH,,video-gmp1-1.xx.fbcdn.net
392,---,---,---
6,192.168.137.202,49583,31.13.76.14,443,888712063,3908262290,285858144,TLS CH,,scontent-gmp1-1.xx.fbcdn.net
