<<<<<<< HEAD
0,0
1,259398
2,6862
3,3881
4,4488
5,11232
6,103663
7,7438
8,213221
9,41458
10,17599
11,12497
12,43409
13,292665
14,223092
15,10352
16,90924
17,14061
18,4131
19,26245
20,11559
21,1594953
22,14174
23,10750
24,111347
25,19048
26,16399
27,22576
28,24936
29,32798
30,29199
31,563810
32,38860
33,36319
34,49387
35,91233
36,53961
37,36906
38,541638
39,718285
40,38646
41,47043
42,215682
43,73837
44,65053
45,176032
46,308409
47,153031
48,191502
49,27371
50,32754
51,133586
52,70193
53,109032
54,52532
55,53379
56,277608
57,132389
58,95963
59,64127
60,43539
61,31036
62,27769
63,52741
64,131208
65,43663
66,63893
67,33179
68,71620
69,104134
70,29662
71,33108
72,41401
73,38398
74,72270
75,42198
76,33046
77,49985
78,41618
79,55936
80,81137
81,51782
82,65087
83,47297
84,93851
85,55770
86,60622
87,70025
88,31781
89,164345
90,29130
91,31714
92,60660
93,193207
94,34465
95,25248
96,97198
97,75945
98,39492
99,44619
100,48208
101,102658
102,34221
103,19202
104,23732
105,23501
106,102072
107,20687
108,34125
109,21336
110,19074
111,20012
112,97919
113,20008
114,19461
115,19659
116,43404
117,35748
118,21956
119,22812
120,25827
121,46651
122,18029
123,14641
124,47443
125,49775
126,151112
127,13758
128,56927
129,13062
130,14792
131,15565
132,26889
133,25009
134,14018
135,12399
136,17174
137,25486
138,17459
139,14827
140,19810
141,16720
142,15489
143,16134
144,33094
145,21788
146,25196
147,34091
148,28927
149,46889
150,20777
151,21116
152,23019
153,21045
154,39489
155,17913
156,23101
157,20048
158,16296
159,26337
160,46282
161,28908
162,27360
163,12242
164,23286
165,37438
166,22115
167,11273
168,15448
169,18357
170,30638
171,15647
172,24524
173,23469
174,21376
175,15164
176,25929
177,17216
178,14910
179,19079
180,19412
181,25171
182,18275
183,13607
184,16652
185,19046
186,16645
187,14200
188,14637
189,14700
190,13164
191,15559
192,52188
193,12406
194,18286
195,17350
196,30927
197,32464
198,25108
199,21193
200,20943
201,20257
202,18849
203,22596
204,22096
205,37111
206,36982
207,13351
208,25409
209,22553
210,18299
211,12711
212,41814
213,32434
214,12602
215,17535
216,17838
217,13550
218,18197
219,15473
220,18095
221,15915
222,12051
223,14148
224,24034
225,20581
226,19567
227,14391
228,17504
229,44828
230,11600
231,12343
232,14030
233,12408
234,18806
235,12487
236,14771
237,12369
238,11745
239,15341
240,24812
241,11082
242,12025
243,11144
244,14136
245,38825
246,9629
247,8999
248,14156
249,12681
250,13460
251,11156
252,15254
253,11068
254,12731
255,138425
256,16322
257,10983
258,32232
259,10424
260,12220
261,18230
262,11903
263,16550
264,11472
265,12104
266,17475
267,14406
268,14097
269,12171
270,16247
271,19182
272,19470
273,13818
274,28232
275,13374
276,17707
277,18874
278,11906
279,15608
280,42958
281,13704
282,15254
283,10513
284,12377
285,27752
286,19558
287,36039
288,14869
289,12392
290,20121
291,13296
292,38817
293,19636
294,17526
295,21335
296,17404
297,12416
298,17812
299,13699
300,23525
301,28264
302,31935
303,22906
304,35207
305,21093
306,27132
307,17632
308,17791
309,19453
310,12035
311,12858
312,14598
313,10515
314,15354
315,27858
316,10355
317,9782
318,85333
319,10243
320,13910
321,13664
322,11850
323,11836
324,11391
325,16757
326,9919
327,9635
328,13554
329,12204
330,18808
331,9854
332,15810
333,11824
334,14167
335,11968
336,14357
337,10537
338,11288
339,12395
340,20761
341,21363
342,16897
343,13255
344,15899
345,10923
346,19717
347,10645
348,13935
349,11430
350,11481
351,11823
352,16955
353,42224
354,12555
355,11970
356,12355
357,16661
358,12784
359,11296
360,12026
361,9491
362,12955
363,12545
364,10739
365,9949
366,10655
367,10062
368,12244
369,10513
370,9241
371,49723
372,11927
373,14325
374,9281
375,10231
376,11289
377,15882
378,16113
379,8490
380,53141
381,10283
382,8439
383,7900
384,12384
385,9742
386,7441
387,8692
388,8627
389,15765
390,8553
391,8702
392,12957
393,9033
394,10872
395,8861
396,10665
397,13419
398,7996
399,8086
400,10325
401,6729
402,10790
403,6835
404,8425
405,18306
406,9225
407,6858
408,8480
409,10020
410,11145
411,6272
412,8296
413,6981
414,8856
415,9250
416,12752
417,8215
418,6167
419,7793
420,12721
421,13055
422,8027
423,6429
424,26659
425,7883
426,11924
427,19389
428,18442
429,9340
430,8262
431,9421
432,15781
433,8466
434,9006
435,8982
436,11209
437,14386
438,8636
439,11226
440,13622
441,31685
442,12188
443,8226
444,12856
445,10373
446,7175
447,9242
448,12029
449,7250
450,7379
451,5474
452,9097
453,13551
454,7254
455,7474
456,15158
457,6304
458,9444
459,7355
460,8486
461,8304
462,7301
463,7245
464,10213
465,6762
466,7044
467,7416
468,7714
469,13924
470,12536
471,6794
472,8412
473,9950
474,9608
475,7366
476,7818
477,22189
478,11800
479,12344
480,12569
481,6655
482,7536
483,8343
484,8194
485,43494
486,10154
487,6572
488,10690
489,17538
490,17125
491,8943
492,18029
493,8700
494,8359
